freq,psd_x,psd_y,psd_z,psd_xyz
111.1,1.037e+04,1.634e+04,2.203e+04,4.873e+04
112.7,1.068e+04,9.972e+03,2.287e+04,4.351e+04
114.3,1.164e+04,6.252e+03,2.501e+04,4.290e+04
115.9,1.409e+04,6.648e+03,3.104e+04,5.178e+04
117.5,1.916e+04,1.038e+04,3.977e+04,6.931e+04
119.1,2.746e+04,1.515e+04,4.944e+04,9.205e+04
120.6,4.037e+04,2.000e+04,6.144e+04,1.218e+05
122.2,5.344e+04,2.372e+04,7.343e+04,1.506e+05
123.8,6.513e+04,2.482e+04,8.247e+04,1.724e+05
125.4,7.929e+04,2.533e+04,8.926e+04,1.939e+05
127.0,9.684e+04,2.712e+04,9.661e+04,2.206e+05
128.6,1.094e+05,2.873e+04,9.760e+04,2.357e+05
130.2,1.287e+05,2.633e+04,1.012e+05,2.563e+05
131.8,1.454e+05,2.129e+04,1.027e+05,2.695e+05
133.3,7.009e+04,9.150e+03,4.678e+04,1.260e+05
134.9,1.585e+04,1.996e+03,9.334e+03,2.718e+04
136.5,1.487e+04,1.570e+03,7.824e+03,2.426e+04
138.1,1.503e+04,1.497e+03,7.765e+03,2.429e+04
139.7,1.595e+04,1.464e+03,7.898e+03,2.531e+04
141.3,1.669e+04,1.391e+03,8.008e+03,2.608e+04
142.9,1.598e+04,1.383e+03,7.513e+03,2.488e+04
144.5,1.185e+04,1.196e+03,5.567e+03,1.862e+04
146.0,7.021e+03,1.131e+03,3.318e+03,1.147e+04
147.6,4.914e+03,1.373e+03,2.454e+03,8.741e+03
149.2,4.186e+03,1.936e+03,2.825e+03,8.947e+03
150.8,4.266e+03,2.173e+03,3.654e+03,1.009e+04
152.4,6.386e+03,2.569e+03,5.624e+03,1.458e+04
154.0,9.408e+03,3.397e+03,8.439e+03,2.124e+04
155.6,9.926e+03,3.989e+03,9.337e+03,2.325e+04
157.2,9.659e+03,4.112e+03,9.500e+03,2.327e+04
158.7,1.067e+04,4.447e+03,1.063e+04,2.575e+04
160.3,1.242e+04,4.908e+03,1.187e+04,2.920e+04
161.9,1.389e+04,4.970e+03,1.288e+04,3.174e+04
163.5,1.675e+04,5.812e+03,1.448e+04,3.704e+04
165.1,2.068e+04,6.893e+03,1.717e+04,4.475e+04
166.7,2.701e+04,7.915e+03,2.201e+04,5.694e+04
168.3,3.647e+04,9.560e+03,2.842e+04,7.445e+04
169.9,5.355e+04,1.285e+04,4.202e+04,1.084e+05
171.4,6.097e+04,1.472e+04,4.963e+04,1.253e+05
173.0,6.421e+04,1.623e+04,5.121e+04,1.316e+05
174.6,6.517e+04,1.581e+04,5.032e+04,1.313e+05
176.2,6.576e+04,1.452e+04,4.885e+04,1.291e+05
177.8,6.510e+04,1.289e+04,4.718e+04,1.252e+05
179.4,6.638e+04,1.112e+04,4.608e+04,1.236e+05
181.0,6.812e+04,1.038e+04,4.680e+04,1.253e+05
182.6,6.883e+04,1.074e+04,4.749e+04,1.271e+05
184.1,7.138e+04,1.128e+04,4.949e+04,1.322e+05
185.7,7.509e+04,1.195e+04,5.213e+04,1.392e+05
187.3,7.669e+04,1.214e+04,5.286e+04,1.417e+05
188.9,8.168e+04,1.293e+04,5.586e+04,1.505e+05
190.5,8.482e+04,1.344e+04,5.744e+04,1.557e+05
192.1,7.975e+04,1.271e+04,5.350e+04,1.460e+05
193.7,7.520e+04,1.195e+04,4.946e+04,1.366e+05
195.3,7.252e+04,1.101e+04,4.661e+04,1.301e+05
196.8,6.393e+04,9.497e+03,4.165e+04,1.151e+05
198.4,5.945e+04,8.624e+03,3.866e+04,1.067e+05
