freq,psd_x,psd_y,psd_z,psd_xyz
101.2,3.022e+04,1.054e+04,2.785e+04,6.861e+04
102.8,2.191e+04,1.269e+04,2.860e+04,6.321e+04
104.3,1.393e+04,1.201e+04,2.907e+04,5.502e+04
105.9,1.082e+04,1.082e+04,2.927e+04,5.091e+04
107.5,1.298e+04,1.014e+04,3.135e+04,5.447e+04
109.1,1.683e+04,9.060e+03,3.254e+04,5.843e+04
110.7,2.178e+04,8.705e+03,3.402e+04,6.450e+04
112.3,2.797e+04,1.068e+04,3.631e+04,7.496e+04
113.8,3.182e+04,1.530e+04,3.967e+04,8.679e+04
115.4,3.228e+04,2.087e+04,4.558e+04,9.873e+04
117.0,3.067e+04,2.720e+04,5.406e+04,1.119e+05
118.6,3.128e+04,3.367e+04,6.256e+04,1.275e+05
120.2,3.458e+04,3.639e+04,6.841e+04,1.394e+05
121.7,4.053e+04,4.151e+04,7.599e+04,1.580e+05
123.3,4.840e+04,4.325e+04,8.104e+04,1.727e+05
124.9,5.724e+04,4.409e+04,8.270e+04,1.840e+05
126.5,5.945e+04,4.377e+04,8.893e+04,1.922e+05
128.1,6.665e+04,4.771e+04,9.918e+04,2.135e+05
129.6,8.165e+04,5.872e+04,1.140e+05,2.544e+05
131.2,1.120e+05,5.676e+04,1.230e+05,2.918e+05
132.8,9.558e+04,3.486e+04,8.817e+04,2.186e+05
134.4,1.603e+04,5.619e+03,1.452e+04,3.617e+04
136.0,1.676e+03,1.173e+03,1.987e+03,4.836e+03
137.6,1.600e+03,8.188e+02,1.849e+03,4.268e+03
139.1,2.217e+03,6.435e+02,2.010e+03,4.871e+03
140.7,3.504e+03,6.067e+02,2.476e+03,6.586e+03
142.3,4.576e+03,6.206e+02,2.892e+03,8.088e+03
143.9,5.569e+03,6.637e+02,3.256e+03,9.490e+03
145.5,6.589e+03,8.984e+02,4.208e+03,1.170e+04
147.0,7.430e+03,1.220e+03,5.167e+03,1.382e+04
148.6,9.323e+03,1.366e+03,6.215e+03,1.690e+04
150.2,1.406e+04,1.564e+03,8.823e+03,2.445e+04
151.8,2.187e+04,1.613e+03,1.170e+04,3.518e+04
153.4,2.792e+04,1.807e+03,1.311e+04,4.284e+04
154.9,3.341e+04,2.017e+03,1.471e+04,5.013e+04
156.5,3.552e+04,2.143e+03,1.512e+04,5.279e+04
158.1,3.585e+04,2.623e+03,1.476e+04,5.324e+04
159.7,3.556e+04,3.457e+03,1.448e+04,5.350e+04
161.3,3.328e+04,3.964e+03,1.391e+04,5.116e+04
162.8,2.935e+04,4.510e+03,1.338e+04,4.724e+04
164.4,3.084e+04,5.496e+03,1.461e+04,5.095e+04
166.0,3.380e+04,6.245e+03,1.585e+04,5.589e+04
167.6,3.703e+04,7.120e+03,1.709e+04,6.124e+04
169.2,4.207e+04,7.587e+03,1.990e+04,6.955e+04
170.8,4.976e+04,7.036e+03,2.246e+04,7.926e+04
172.3,5.979e+04,6.212e+03,2.515e+04,9.115e+04
173.9,6.264e+04,4.922e+03,2.422e+04,9.178e+04
175.5,6.039e+04,4.571e+03,2.234e+04,8.730e+04
177.1,5.450e+04,4.760e+03,2.027e+04,7.953e+04
178.7,4.624e+04,5.240e+03,1.819e+04,6.967e+04
180.2,4.164e+04,5.913e+03,1.683e+04,6.438e+04
181.8,4.060e+04,7.119e+03,1.643e+04,6.415e+04
183.4,3.464e+04,7.611e+03,1.373e+04,5.599e+04
185.0,2.915e+04,8.314e+03,1.167e+04,4.913e+04
186.6,2.663e+04,9.051e+03,1.007e+04,4.574e+04
188.1,2.592e+04,8.791e+03,9.615e+03,4.432e+04
189.7,2.699e+04,8.649e+03,9.776e+03,4.541e+04
191.3,2.707e+04,8.589e+03,9.649e+03,4.531e+04
192.9,2.672e+04,8.454e+03,9.076e+03,4.425e+04
194.5,2.828e+04,8.026e+03,8.946e+03,4.526e+04
196.1,2.782e+04,6.641e+03,8.379e+03,4.284e+04
197.6,2.433e+04,4.740e+03,6.964e+03,3.603e+04
199.2,2.481e+04,4.041e+03,6.479e+03,3.533e+04
