freq,psd_x,psd_y,psd_z,psd_xyz
71.9,5.973e+04,4.133e+03,3.002e+03,6.687e+04
73.5,1.050e+05,6.436e+03,2.714e+03,1.141e+05
75.1,1.451e+05,1.216e+04,3.923e+03,1.612e+05
76.7,1.621e+05,1.778e+04,4.618e+03,1.845e+05
78.3,1.706e+05,2.159e+04,4.480e+03,1.967e+05
79.9,1.341e+05,2.146e+04,3.662e+03,1.593e+05
81.5,9.053e+04,2.088e+04,3.249e+03,1.147e+05
83.1,6.922e+04,2.386e+04,3.363e+03,9.644e+04
84.7,5.553e+04,2.733e+04,4.211e+03,8.707e+04
86.3,5.646e+04,2.769e+04,5.340e+03,8.949e+04
87.9,6.119e+04,2.234e+04,6.738e+03,9.028e+04
89.5,5.742e+04,1.440e+04,8.782e+03,8.060e+04
91.1,5.156e+04,7.500e+03,1.092e+04,6.998e+04
92.7,4.462e+04,2.841e+03,1.145e+04,5.891e+04
94.3,3.515e+04,2.840e+03,1.101e+04,4.900e+04
95.9,3.228e+04,7.065e+03,1.375e+04,5.309e+04
97.5,3.740e+04,1.041e+04,1.833e+04,6.615e+04
99.1,4.399e+04,1.154e+04,2.091e+04,7.644e+04
100.7,4.558e+04,1.023e+04,2.090e+04,7.671e+04
102.3,4.397e+04,8.283e+03,2.004e+04,7.229e+04
103.9,3.784e+04,7.256e+03,1.946e+04,6.455e+04
105.5,2.904e+04,6.178e+03,1.888e+04,5.410e+04
107.1,2.518e+04,5.648e+03,2.072e+04,5.155e+04
108.7,2.290e+04,5.868e+03,2.309e+04,5.185e+04
110.3,2.202e+04,6.298e+03,2.640e+04,5.472e+04
111.9,2.228e+04,6.629e+03,3.107e+04,5.997e+04
113.5,2.355e+04,7.096e+03,3.555e+04,6.620e+04
115.1,2.559e+04,8.083e+03,4.013e+04,7.381e+04
116.7,2.864e+04,9.392e+03,4.537e+04,8.341e+04
118.3,3.263e+04,1.094e+04,5.028e+04,9.385e+04
119.9,3.763e+04,1.318e+04,5.664e+04,1.075e+05
121.5,4.198e+04,1.424e+04,6.203e+04,1.183e+05
123.1,4.873e+04,1.360e+04,6.734e+04,1.297e+05
124.7,5.568e+04,1.195e+04,7.061e+04,1.382e+05
126.3,6.626e+04,1.023e+04,7.466e+04,1.512e+05
127.9,8.832e+04,7.955e+03,8.324e+04,1.795e+05
129.5,1.206e+05,5.513e+03,9.610e+04,2.222e+05
131.1,1.466e+05,4.279e+03,1.063e+05,2.572e+05
132.7,1.078e+05,2.989e+03,7.443e+04,1.852e+05
134.3,1.789e+04,1.400e+03,1.178e+04,3.107e+04
135.9,8.730e+03,1.626e+03,3.967e+03,1.432e+04
137.5,1.246e+04,1.879e+03,5.234e+03,1.957e+04
139.1,1.082e+04,1.737e+03,4.595e+03,1.715e+04
140.7,7.323e+03,1.623e+03,3.255e+03,1.220e+04
142.3,6.104e+03,1.422e+03,2.956e+03,1.048e+04
143.9,5.843e+03,1.032e+03,3.119e+03,9.993e+03
145.5,6.430e+03,8.112e+02,3.646e+03,1.089e+04
147.1,8.415e+03,7.636e+02,4.573e+03,1.375e+04
148.7,1.323e+04,9.058e+02,6.542e+03,2.068e+04
150.3,1.814e+04,1.094e+03,8.389e+03,2.763e+04
151.9,2.077e+04,1.215e+03,8.972e+03,3.095e+04
153.5,2.486e+04,1.282e+03,9.541e+03,3.569e+04
155.1,3.002e+04,1.429e+03,1.043e+04,4.188e+04
156.7,3.575e+04,1.647e+03,1.164e+04,4.905e+04
158.3,4.183e+04,1.783e+03,1.313e+04,5.675e+04
159.9,4.941e+04,2.313e+03,1.453e+04,6.626e+04
161.5,5.839e+04,3.160e+03,1.591e+04,7.746e+04
163.1,6.647e+04,3.965e+03,1.726e+04,8.769e+04
164.7,6.229e+04,4.511e+03,1.640e+04,8.320e+04
166.3,5.754e+04,5.160e+03,1.473e+04,7.743e+04
167.9,5.703e+04,7.241e+03,1.326e+04,7.752e+04
169.5,5.658e+04,9.104e+03,1.287e+04,7.855e+04
171.1,5.805e+04,1.048e+04,1.340e+04,8.192e+04
172.7,6.339e+04,1.275e+04,1.545e+04,9.160e+04
174.3,5.982e+04,1.373e+04,1.600e+04,8.955e+04
175.9,5.230e+04,1.395e+04,1.555e+04,8.180e+04
177.5,4.351e+04,1.386e+04,1.427e+04,7.164e+04
179.1,3.730e+04,1.397e+04,1.305e+04,6.431e+04
180.7,3.426e+04,1.488e+04,1.235e+04,6.150e+04
182.3,3.275e+04,1.583e+04,1.214e+04,6.071e+04
183.9,3.127e+04,1.602e+04,1.197e+04,5.926e+04
185.5,2.836e+04,1.584e+04,1.134e+04,5.554e+04
187.1,2.603e+04,1.652e+04,1.103e+04,5.358e+04
188.7,2.524e+04,1.759e+04,1.100e+04,5.383e+04
190.3,2.428e+04,1.956e+04,1.137e+04,5.521e+04
191.9,2.436e+04,2.177e+04,1.226e+04,5.839e+04
193.5,2.524e+04,2.414e+04,1.341e+04,6.279e+04
195.1,2.507e+04,2.599e+04,1.400e+04,6.506e+04
196.7,2.095e+04,2.666e+04,1.348e+04,6.109e+04
198.3,1.760e+04,2.747e+04,1.297e+04,5.804e+04
199.9,1.690e+04,2.951e+04,1.319e+04,5.959e+04
