freq,psd_x,psd_y,psd_z,psd_xyz
103.9,3.648e+03,2.888e+04,6.995e+03,3.952e+04
105.5,2.402e+03,2.668e+04,5.698e+03,3.478e+04
107.1,1.955e+03,2.642e+04,5.010e+03,3.338e+04
108.7,1.723e+03,2.700e+04,3.978e+03,3.270e+04
110.3,1.679e+03,2.815e+04,2.999e+03,3.283e+04
111.9,1.808e+03,2.786e+04,2.472e+03,3.214e+04
113.5,2.149e+03,2.518e+04,2.309e+03,2.964e+04
115.1,2.622e+03,2.186e+04,2.194e+03,2.668e+04
116.7,2.656e+03,1.845e+04,2.645e+03,2.375e+04
118.3,2.298e+03,1.483e+04,3.623e+03,2.075e+04
119.9,2.242e+03,1.094e+04,4.056e+03,1.724e+04
121.5,2.164e+03,8.205e+03,4.096e+03,1.447e+04
123.1,1.942e+03,7.282e+03,4.079e+03,1.330e+04
124.7,1.810e+03,7.192e+03,4.233e+03,1.323e+04
126.3,1.674e+03,8.446e+03,4.654e+03,1.477e+04
127.9,1.738e+03,1.155e+04,5.080e+03,1.836e+04
129.5,1.957e+03,1.695e+04,5.356e+03,2.426e+04
131.1,2.133e+03,2.320e+04,5.126e+03,3.046e+04
132.7,2.132e+03,1.798e+04,3.374e+03,2.349e+04
134.3,2.090e+03,3.030e+03,9.023e+02,6.022e+03
135.9,2.522e+03,7.174e+02,6.599e+02,3.899e+03
137.5,3.191e+03,7.765e+02,8.635e+02,4.831e+03
139.1,3.646e+03,8.433e+02,9.697e+02,5.459e+03
140.7,3.880e+03,8.540e+02,1.058e+03,5.792e+03
142.3,3.836e+03,8.486e+02,9.814e+02,5.666e+03
143.9,3.753e+03,8.577e+02,9.389e+02,5.549e+03
145.5,3.156e+03,8.845e+02,8.313e+02,4.872e+03
147.1,2.190e+03,8.649e+02,6.122e+02,3.667e+03
148.7,1.947e+03,1.020e+03,4.826e+02,3.450e+03
150.3,2.270e+03,1.247e+03,4.749e+02,3.992e+03
151.9,2.181e+03,1.257e+03,4.023e+02,3.841e+03
153.5,2.183e+03,1.232e+03,4.885e+02,3.903e+03
155.1,2.313e+03,1.188e+03,6.402e+02,4.142e+03
156.7,2.444e+03,1.135e+03,7.317e+02,4.311e+03
158.3,2.880e+03,1.154e+03,8.379e+02,4.872e+03
159.9,3.491e+03,1.179e+03,1.012e+03,5.681e+03
161.5,3.968e+03,1.106e+03,1.113e+03,6.186e+03
163.1,3.990e+03,9.925e+02,1.043e+03,6.026e+03
164.7,4.416e+03,8.757e+02,1.159e+03,6.451e+03
166.3,4.508e+03,7.965e+02,1.230e+03,6.534e+03
167.9,4.253e+03,9.480e+02,1.116e+03,6.316e+03
169.5,4.237e+03,1.308e+03,1.012e+03,6.557e+03
171.1,4.145e+03,1.454e+03,9.024e+02,6.501e+03
172.7,4.001e+03,1.668e+03,8.436e+02,6.512e+03
174.3,3.789e+03,1.483e+03,8.084e+02,6.081e+03
175.9,3.183e+03,1.243e+03,7.000e+02,5.125e+03
177.5,2.853e+03,1.062e+03,6.489e+02,4.564e+03
179.1,2.600e+03,9.227e+02,6.221e+02,4.145e+03
180.7,2.369e+03,9.073e+02,5.777e+02,3.854e+03
182.3,2.227e+03,1.307e+03,4.819e+02,4.017e+03
183.9,2.349e+03,1.614e+03,3.919e+02,4.355e+03
185.5,2.461e+03,1.776e+03,3.634e+02,4.600e+03
187.1,2.550e+03,1.916e+03,4.252e+02,4.891e+03
188.7,2.678e+03,2.165e+03,4.859e+02,5.328e+03
190.3,2.882e+03,2.400e+03,5.814e+02,5.864e+03
191.9,3.114e+03,2.488e+03,7.187e+02,6.321e+03
193.5,3.390e+03,2.678e+03,8.415e+02,6.909e+03
195.1,3.356e+03,2.913e+03,8.470e+02,7.115e+03
196.7,3.174e+03,2.623e+03,8.404e+02,6.637e+03
198.3,3.264e+03,2.385e+03,9.180e+02,6.567e+03
199.9,3.784e+03,2.836e+03,1.094e+03,7.714e+03
