freq,psd_x,psd_y,psd_z,psd_xyz
116.9,3.984e+02,3.148e+04,6.041e+03,3.792e+04
118.5,4.887e+02,3.115e+04,6.637e+03,3.827e+04
120.1,1.069e+03,3.053e+04,7.889e+03,3.949e+04
121.7,2.406e+03,2.671e+04,1.019e+04,3.931e+04
123.3,5.274e+03,1.702e+04,1.338e+04,3.567e+04
124.9,8.113e+03,9.571e+03,1.362e+04,3.130e+04
126.5,9.952e+03,1.407e+04,1.145e+04,3.547e+04
128.1,1.170e+04,2.308e+04,9.656e+03,4.443e+04
129.7,1.312e+04,2.938e+04,8.711e+03,5.121e+04
131.3,1.166e+04,3.233e+04,7.164e+03,5.115e+04
132.9,7.894e+03,2.252e+04,4.934e+03,3.535e+04
134.5,4.797e+03,4.251e+03,3.001e+03,1.205e+04
136.1,4.155e+03,1.220e+03,2.675e+03,8.049e+03
137.7,4.514e+03,9.452e+02,2.963e+03,8.422e+03
139.3,4.807e+03,9.159e+02,3.109e+03,8.832e+03
140.9,4.417e+03,8.155e+02,2.887e+03,8.120e+03
142.5,3.248e+03,6.374e+02,2.244e+03,6.130e+03
144.1,1.970e+03,4.652e+02,1.529e+03,3.964e+03
145.7,1.119e+03,3.937e+02,1.065e+03,2.577e+03
147.3,7.549e+02,4.065e+02,9.013e+02,2.063e+03
148.9,6.157e+02,4.859e+02,8.898e+02,1.991e+03
150.5,6.063e+02,5.341e+02,9.809e+02,2.121e+03
152.1,5.139e+02,4.960e+02,8.623e+02,1.872e+03
153.7,4.881e+02,5.378e+02,6.875e+02,1.713e+03
155.3,4.492e+02,5.920e+02,5.885e+02,1.630e+03
156.9,4.910e+02,5.910e+02,5.585e+02,1.641e+03
158.5,6.473e+02,5.984e+02,5.432e+02,1.789e+03
160.1,7.439e+02,7.576e+02,5.152e+02,2.017e+03
161.7,8.024e+02,9.470e+02,5.476e+02,2.297e+03
163.3,7.842e+02,9.631e+02,4.611e+02,2.208e+03
164.9,8.780e+02,1.318e+03,5.622e+02,2.759e+03
166.5,1.797e+03,1.912e+03,1.074e+03,4.783e+03
168.1,3.579e+03,2.128e+03,1.766e+03,7.473e+03
169.7,5.224e+03,1.817e+03,2.240e+03,9.280e+03
171.3,6.847e+03,1.748e+03,2.753e+03,1.135e+04
172.9,7.385e+03,1.767e+03,2.784e+03,1.194e+04
174.5,5.759e+03,1.676e+03,2.045e+03,9.480e+03
176.1,5.445e+03,1.528e+03,1.743e+03,8.716e+03
177.7,4.255e+03,1.835e+03,1.486e+03,7.576e+03
179.3,2.987e+03,2.203e+03,1.163e+03,6.354e+03
180.9,2.865e+03,1.795e+03,1.177e+03,5.838e+03
182.5,2.925e+03,1.421e+03,1.148e+03,5.493e+03
184.1,2.936e+03,1.334e+03,1.086e+03,5.355e+03
185.7,2.861e+03,1.507e+03,1.015e+03,5.384e+03
187.3,2.954e+03,1.892e+03,1.092e+03,5.938e+03
188.9,3.085e+03,2.219e+03,1.194e+03,6.499e+03
190.5,2.708e+03,2.152e+03,1.076e+03,5.936e+03
192.1,2.243e+03,1.966e+03,9.262e+02,5.135e+03
193.7,2.319e+03,1.960e+03,9.225e+02,5.202e+03
195.3,2.525e+03,1.820e+03,9.752e+02,5.320e+03
196.9,2.793e+03,1.717e+03,1.062e+03,5.572e+03
198.5,2.883e+03,1.896e+03,1.172e+03,5.951e+03
